steps_per_min,heart_rate_bpm,accelerometer_magnitude,skin_temperature_c,calories_per_min,gyroscope_magnitude,true_activity
0.0,52.445,0.126,36.012,1.063,0.059,Sleeping
89.936,169.565,5.536,37.473,10.984,2.522,Gym
103.675,111.274,4.104,36.855,11.524,3.205,Gym
18.272,118.69,2.342,36.526,5.796,1.229,Cycling
113.252,138.924,3.989,37.116,17.452,4.135,Gym
92.742,84.779,1.636,36.59,3.209,0.712,Walking
169.527,163.231,4.238,36.541,12.489,2.526,Running
0.568,75.701,0.151,36.179,1.743,0.177,Desk Work
2.253,79.639,0.233,36.2,1.393,0.178,Desk Work
103.569,91.414,1.452,36.495,4.312,0.592,Walking
117.206,94.81,1.484,36.645,7.018,0.649,Walking
26.528,118.683,1.664,36.978,8.167,2.341,Cycling
18.515,137.142,2.681,36.97,7.212,1.987,Cycling
0.0,59.828,0.1,36.397,1.242,0.066,Sleeping
0.0,55.954,0.116,35.856,0.812,0.035,Sleeping
160.001,154.301,2.916,36.741,10.689,2.091,Running
102.57,80.059,1.406,35.96,3.621,0.739,Walking
25.331,135.19,1.865,37.015,5.852,1.464,Cycling
102.139,86.884,1.781,36.708,4.322,0.841,Walking
0.194,53.761,0.179,35.812,1.12,0.053,Sleeping
163.956,173.674,4.239,36.771,8.487,1.821,Running
107.541,99.798,1.469,36.622,4.54,0.756,Walking
0.0,81.275,0.298,36.465,1.657,0.188,Desk Work
185.91,160.845,3.517,36.877,13.714,2.775,Running
1.628,69.702,0.267,36.181,1.266,0.241,Desk Work
0.389,88.712,0.232,36.096,1.865,0.111,Desk Work
110.616,184.335,3.684,37.298,20.041,2.662,Gym
25.825,125.583,1.974,36.485,7.914,1.775,Cycling
22.383,129.154,2.267,36.55,10.732,2.212,Cycling
2.191,68.391,0.11,36.249,1.22,0.022,Desk Work
2.774,68.099,0.173,36.151,1.4,0.21,Desk Work
99.794,98.9,1.661,36.569,5.696,1.152,Walking
171.9,129.415,3.742,36.847,10.452,2.502,Running
2.853,85.996,0.245,36.004,1.58,0.144,Desk Work
16.002,140.432,3.023,36.13,8.293,1.457,Cycling
80.414,106.072,1.424,36.291,3.954,0.799,Walking
2.063,67.682,0.314,36.25,1.509,0.114,Desk Work
64.22,172.622,5.565,37.625,13.821,4.377,Gym
23.478,105.65,2.083,36.759,9.524,1.118,Cycling
0.028,47.494,0.148,36.293,1.1,0.043,Sleeping
0.0,55.801,0.144,35.9,0.964,0.034,Sleeping
0.0,50.0,0.065,36.313,1.325,0.022,Sleeping
138.048,160.939,3.665,37.192,12.18,2.276,Running
137.462,162.795,2.637,36.67,10.926,1.905,Running
0.0,44.702,0.154,35.658,0.787,0.039,Sleeping
3.086,85.798,0.442,36.182,1.63,0.186,Desk Work
161.618,161.951,4.395,37.436,15.009,2.613,Running
2.039,75.918,0.363,36.276,1.328,0.147,Desk Work
17.406,117.145,2.58,36.438,10.005,1.617,Cycling
3.461,88.347,0.306,36.128,1.613,0.191,Desk Work
0.106,55.097,0.079,35.901,1.225,0.053,Sleeping
112.157,90.381,1.474,36.364,4.476,0.839,Walking
1.413,50.608,0.078,36.179,0.906,0.027,Sleeping
101.938,63.563,1.323,36.366,5.557,0.538,Walking
0.0,53.368,0.0,36.255,1.028,0.037,Sleeping
168.312,140.004,3.073,36.901,11.145,2.496,Running
3.652,72.135,0.257,36.048,1.691,0.199,Desk Work
3.048,70.739,0.436,36.038,0.861,0.126,Desk Work
4.604,79.602,0.184,36.418,1.139,0.166,Desk Work
112.765,94.522,1.136,36.406,5.421,0.954,Walking
96.202,80.774,2.012,36.624,5.378,0.771,Walking
57.464,107.152,5.578,37.442,12.203,4.215,Gym
0.55,64.332,0.313,36.447,1.661,0.145,Desk Work
0.0,64.747,0.034,35.651,0.987,0.104,Sleeping
183.471,123.538,3.819,37.1,11.377,2.444,Running
1.227,79.075,0.278,35.955,1.855,0.147,Desk Work
91.837,90.771,1.235,36.339,5.348,1.159,Walking
92.791,107.2,2.105,36.218,5.789,0.933,Walking
183.036,158.732,3.847,36.713,13.989,1.816,Running
0.0,67.407,0.067,36.285,0.762,0.074,Sleeping
0.0,70.566,0.434,35.625,1.543,0.185,Desk Work
0.0,51.01,0.087,36.164,1.126,0.05,Sleeping
29.264,142.588,2.208,36.26,7.607,1.483,Cycling
30.691,129.133,1.627,36.357,11.573,2.71,Cycling
15.392,151.16,2.844,36.114,11.144,2.373,Cycling
117.129,92.227,1.507,36.071,4.369,0.923,Walking
112.617,97.448,1.2,36.116,4.241,0.567,Walking
29.42,140.363,1.706,36.55,10.521,2.674,Cycling
80.763,131.835,5.986,36.995,15.164,3.719,Gym
0.989,52.892,0.113,35.434,0.928,0.018,Sleeping
6.54,68.284,0.453,36.172,1.09,0.077,Desk Work
25.33,156.585,5.421,36.689,18.158,4.016,Gym
3.164,79.265,0.215,35.902,2.155,0.193,Desk Work
0.281,47.699,0.164,36.07,1.056,0.034,Sleeping
152.511,164.594,3.595,36.714,14.87,1.772,Running
19.76,145.568,2.199,36.189,6.752,1.825,Cycling
0.0,45.416,0.025,35.827,0.876,0.043,Sleeping
76.732,76.874,1.173,36.352,5.57,1.016,Walking
151.436,162.163,3.509,36.546,8.762,2.913,Running
108.95,106.619,1.167,36.468,4.281,0.89,Walking
92.933,123.058,3.847,36.518,11.66,4.6,Gym
154.858,143.565,3.054,36.948,10.671,3.053,Running
57.559,160.514,4.398,37.363,11.131,2.787,Gym
92.271,112.81,1.499,36.753,4.795,0.862,Walking
31.918,138.598,2.002,36.962,6.803,1.402,Cycling
80.719,168.816,4.983,37.387,14.851,3.118,Gym
166.586,160.955,4.074,36.949,13.413,2.824,Running
170.603,170.286,3.554,37.251,13.452,2.12,Running
3.256,75.682,0.284,36.338,1.742,0.107,Desk Work
1.993,74.254,0.354,36.23,1.377,0.17,Desk Work
154.983,151.619,2.746,37.22,12.801,2.742,Running
110.394,98.235,1.531,36.493,4.908,0.964,Walking
0.698,55.852,0.086,36.342,1.258,0.044,Sleeping
2.195,63.315,0.308,36.009,1.037,0.173,Desk Work
110.592,86.809,1.491,36.657,5.767,0.566,Walking
85.408,73.809,1.414,36.316,4.6,1.067,Walking
0.0,56.842,0.085,36.25,0.865,0.062,Sleeping
0.0,61.84,0.103,35.981,1.252,0.033,Sleeping
76.236,97.0,1.759,36.525,4.858,0.815,Walking
176.909,161.695,3.443,36.798,9.117,2.559,Running
80.457,96.515,1.384,37.02,5.049,0.687,Walking
93.814,83.598,1.174,36.605,4.666,0.823,Walking
171.862,156.53,3.294,36.949,12.715,2.678,Running
0.0,72.976,0.136,36.231,1.948,0.087,Desk Work
140.553,160.683,3.608,36.67,9.248,2.48,Running
0.0,53.82,0.073,35.917,0.787,0.047,Sleeping
4.503,63.13,0.167,36.214,1.697,0.028,Desk Work
141.718,136.337,4.126,36.467,11.607,2.66,Running
0.0,62.334,0.11,35.734,1.413,0.0,Sleeping
164.996,156.775,4.176,37.125,11.321,2.386,Running
73.599,163.619,4.058,37.098,15.548,4.417,Gym
0.0,56.656,0.139,35.868,1.137,0.027,Sleeping
2.311,71.67,0.541,36.373,1.278,0.291,Desk Work
2.862,49.306,0.109,35.979,1.233,0.059,Sleeping
0.629,73.382,0.277,36.523,1.753,0.183,Desk Work
32.585,131.304,2.111,37.169,7.623,1.98,Cycling
20.727,144.424,2.113,36.709,9.515,1.679,Cycling
0.0,51.745,0.092,35.954,1.074,0.049,Sleeping
1.513,53.632,0.099,35.986,1.118,0.053,Sleeping
164.446,159.09,3.472,36.789,11.411,3.017,Running
40.061,159.615,3.691,36.564,15.109,3.689,Gym
67.322,149.163,4.96,36.768,15.495,3.258,Gym
0.488,55.497,0.139,35.527,1.487,0.081,Sleeping
92.943,114.079,1.312,36.34,5.4,0.992,Walking
64.784,140.743,4.553,37.573,18.545,3.716,Gym
160.998,176.545,3.443,36.819,12.23,2.419,Running
85.461,149.3,4.994,37.273,11.199,4.018,Gym
86.204,147.53,4.217,36.436,13.68,2.441,Gym
101.821,97.634,1.677,36.766,5.595,0.645,Walking
185.812,155.541,4.595,36.974,15.849,2.763,Running
3.699,84.906,0.245,36.042,1.784,0.05,Desk Work
156.918,140.361,2.56,36.452,13.839,2.522,Running
128.019,139.691,4.019,36.432,11.359,2.386,Running
0.0,52.402,0.024,35.939,1.166,0.005,Sleeping
0.0,67.758,0.199,36.262,1.326,0.259,Desk Work
0.746,56.452,0.028,36.298,1.169,0.085,Sleeping
0.0,52.563,0.158,35.952,0.642,0.038,Sleeping
64.717,165.083,5.636,36.547,11.348,3.014,Gym
56.798,151.132,4.477,36.909,16.226,3.869,Gym
4.253,78.713,0.239,36.132,1.942,0.215,Desk Work
65.726,144.857,4.867,37.505,16.818,3.71,Gym
0.0,50.574,0.152,36.436,1.292,0.03,Sleeping
0.419,72.77,0.203,36.341,1.475,0.087,Desk Work
2.489,77.414,0.345,36.085,1.527,0.192,Desk Work
0.328,53.656,0.074,36.219,0.827,0.043,Sleeping
95.358,94.052,1.261,36.48,4.72,0.635,Walking
0.009,61.736,0.047,36.002,0.976,0.034,Sleeping
163.736,170.113,3.796,37.012,15.255,3.174,Running
85.571,142.9,4.047,38.003,15.536,3.08,Gym
5.578,117.11,2.457,37.119,10.914,2.768,Cycling
0.0,54.54,0.161,35.875,1.047,0.072,Sleeping
152.737,147.441,4.43,36.797,11.216,1.987,Running
94.146,90.229,1.425,35.879,6.969,0.787,Walking
2.053,81.334,0.382,36.037,1.833,0.218,Desk Work
0.336,68.408,0.105,36.238,0.828,0.026,Sleeping
1.217,49.865,0.089,35.902,1.082,0.051,Sleeping
2.466,81.489,0.421,36.3,1.904,0.093,Desk Work
0.0,45.032,0.129,35.835,1.077,0.006,Sleeping
0.06,59.231,0.018,36.078,0.71,0.07,Sleeping
20.251,148.155,1.716,36.304,11.614,1.416,Cycling
4.21,60.836,0.411,36.184,1.567,0.126,Desk Work
84.943,96.379,4.402,37.461,10.705,3.321,Gym
0.234,67.182,0.124,35.861,0.846,0.039,Sleeping
49.807,141.696,4.178,37.732,14.633,3.425,Gym
89.182,105.79,0.666,36.696,4.413,0.683,Walking
0.189,55.708,0.071,35.921,0.961,0.007,Sleeping
191.398,155.945,2.67,36.722,12.97,2.311,Running
143.001,159.086,4.525,36.631,11.134,2.604,Running
74.405,110.927,1.911,36.394,6.54,0.923,Walking
170.529,153.354,3.989,36.852,14.201,2.792,Running
143.918,164.493,3.308,36.645,12.519,2.469,Running
98.142,130.742,3.934,37.296,13.637,3.426,Gym
4.55,67.764,0.227,36.1,1.633,0.19,Desk Work
79.019,139.821,4.468,36.586,16.934,3.373,Gym
76.771,151.984,5.055,37.321,10.59,2.37,Gym
4.65,78.055,0.29,36.171,1.581,0.218,Desk Work
0.0,53.913,0.095,36.16,0.78,0.022,Sleeping
14.518,113.064,2.641,36.171,7.006,2.263,Cycling
0.0,70.511,0.394,36.308,1.168,0.188,Desk Work
90.567,95.344,1.895,36.038,4.948,0.855,Walking
181.826,181.57,3.33,36.134,13.601,2.692,Running
129.947,148.815,4.314,36.952,11.072,2.36,Running
16.053,137.67,1.151,36.718,6.675,1.972,Cycling
0.965,55.989,0.119,36.08,1.15,0.048,Sleeping
0.0,51.847,0.023,35.985,1.054,0.033,Sleeping
46.638,128.323,5.187,37.189,20.534,3.727,Gym
136.276,160.743,4.076,36.691,11.666,2.77,Running
3.501,92.848,0.453,36.359,1.675,0.13,Desk Work
15.733,124.686,2.066,36.551,8.9,2.19,Cycling
105.673,91.787,1.618,36.56,4.031,0.875,Walking
141.664,177.977,2.971,36.212,13.281,2.475,Running
184.434,140.171,3.131,36.719,13.824,2.828,Running
59.53,152.324,4.147,36.606,12.995,2.33,Gym
2.878,60.454,0.047,36.366,1.14,0.156,Desk Work
90.553,92.216,1.237,36.745,5.043,0.561,Walking
0.986,52.736,0.137,35.952,1.369,0.084,Sleeping
79.385,162.667,2.933,37.051,15.498,2.508,Gym
23.893,114.341,1.542,36.745,9.233,2.179,Cycling
70.111,146.003,2.852,36.43,16.837,3.579,Gym
90.503,97.401,1.014,36.135,4.723,0.768,Walking
109.373,140.935,4.251,36.985,20.326,2.875,Gym
0.911,43.406,0.085,36.123,1.349,0.068,Sleeping
0.063,51.34,0.091,36.392,1.046,0.056,Sleeping
0.0,57.629,0.121,36.385,0.794,0.057,Sleeping
25.17,130.598,2.293,36.696,10.681,1.431,Cycling
26.316,139.365,1.785,36.484,8.196,1.651,Cycling
0.0,58.56,0.476,36.461,1.392,0.055,Desk Work
0.0,66.853,0.261,36.174,1.864,0.133,Desk Work
154.274,147.18,4.198,36.83,11.928,2.239,Running
2.566,72.759,0.349,36.493,1.571,0.185,Desk Work
157.227,148.39,3.778,36.168,8.278,1.887,Running
0.0,47.013,0.053,35.797,1.096,0.046,Sleeping
16.403,135.142,2.708,35.937,7.926,3.012,Cycling
115.41,101.539,1.686,36.425,4.512,0.932,Walking
9.237,129.449,1.527,36.232,9.271,1.92,Cycling
0.0,73.16,0.124,36.098,1.003,0.043,Sleeping
100.235,98.082,1.316,36.49,5.049,0.797,Walking
0.875,64.219,0.232,36.356,1.833,0.222,Desk Work
83.227,82.169,2.073,36.647,4.307,0.677,Walking
0.0,64.736,0.108,36.166,0.78,0.079,Sleeping
1.046,70.613,0.374,36.232,1.681,0.2,Desk Work
3.392,78.415,0.375,35.803,1.921,0.205,Desk Work
113.533,98.007,1.768,35.983,4.452,0.713,Walking
24.039,140.351,2.7,36.907,8.65,2.253,Cycling
2.554,82.832,0.259,36.11,1.195,0.081,Desk Work
38.797,140.506,3.952,36.714,16.867,2.62,Gym
0.0,57.203,0.051,36.373,0.717,0.032,Sleeping
75.861,99.222,1.346,36.048,5.418,0.915,Walking
0.0,72.542,0.072,36.02,1.158,0.01,Sleeping
0.0,46.929,0.391,36.375,1.118,0.144,Desk Work
71.36,82.697,1.796,36.353,5.566,0.808,Walking
0.0,43.685,0.001,35.888,0.858,0.044,Sleeping
0.079,66.449,0.19,35.961,1.616,0.178,Desk Work
84.672,104.546,1.822,36.69,4.158,0.569,Walking
0.0,71.988,0.274,36.034,1.672,0.226,Desk Work
80.447,111.938,1.217,36.555,4.874,0.849,Walking
63.484,111.275,4.9,37.482,14.38,4.511,Gym
4.044,83.032,0.27,35.946,1.652,0.176,Desk Work
49.563,154.538,4.31,37.301,8.81,3.875,Gym
95.674,87.91,1.739,36.144,4.913,0.505,Walking
87.184,91.42,1.928,36.294,3.855,0.824,Walking
1.305,53.348,0.108,36.259,0.913,0.076,Sleeping
90.833,144.869,4.427,37.814,13.704,2.751,Gym
89.269,98.581,1.005,36.347,5.445,0.852,Walking
168.712,155.929,4.414,36.883,14.282,3.155,Running
0.0,60.032,0.299,36.271,2.098,0.227,Desk Work
86.723,140.939,4.106,37.65,14.869,4.099,Gym
143.314,151.685,3.071,36.816,13.017,1.445,Running
109.36,114.812,1.444,36.293,4.094,0.782,Walking
0.793,42.321,0.103,35.964,0.586,0.068,Sleeping
94.677,108.724,1.72,36.404,6.089,0.718,Walking
158.98,126.378,3.836,36.728,11.893,2.892,Running
26.805,142.651,1.887,36.654,7.993,1.101,Cycling
86.716,94.038,1.618,36.398,4.031,0.518,Walking
0.65,72.361,0.251,36.124,1.072,0.177,Desk Work
0.97,52.823,0.065,36.064,0.852,0.042,Sleeping
189.959,134.354,4.406,36.616,11.106,3.516,Running
101.229,81.96,2.462,36.326,5.471,0.515,Walking
100.636,88.954,1.53,36.35,5.765,0.641,Walking
78.668,88.217,1.302,36.416,3.788,0.805,Walking
155.028,163.139,4.385,36.577,10.758,2.989,Running
44.626,125.543,5.177,37.491,14.683,3.674,Gym
0.0,61.172,0.28,36.497,1.731,0.102,Desk Work
0.0,49.855,0.111,36.204,0.909,0.066,Sleeping
2.16,65.371,0.366,36.471,1.732,0.144,Desk Work
0.0,61.142,0.011,35.779,1.084,0.071,Sleeping
12.422,123.471,2.432,36.484,10.876,0.59,Cycling
0.186,81.01,0.343,35.955,1.525,0.146,Desk Work
101.01,84.507,1.934,36.419,6.247,0.573,Walking
0.0,58.698,0.057,35.705,0.937,0.038,Sleeping
156.447,150.324,3.623,36.828,14.798,2.209,Running
37.451,171.231,1.541,36.048,10.095,1.887,Cycling
0.0,49.064,0.135,35.678,1.07,0.083,Sleeping
163.532,164.194,3.951,37.137,12.444,2.1,Running
0.0,60.408,0.032,36.006,1.058,0.041,Sleeping
3.716,82.448,0.45,36.284,1.265,0.097,Desk Work
154.63,149.533,4.366,36.87,11.767,2.688,Running
101.865,92.653,1.336,36.396,5.102,0.737,Walking
4.467,67.303,0.407,36.208,1.417,0.201,Desk Work
148.697,155.02,4.655,36.845,13.062,2.394,Running
50.396,164.807,5.78,36.719,14.912,3.34,Gym
2.277,59.331,0.058,36.007,0.876,0.087,Sleeping
73.763,144.576,4.434,37.519,15.076,2.86,Gym
80.224,158.408,4.704,36.902,9.298,3.654,Gym
1.398,73.358,0.328,36.38,1.861,0.118,Desk Work
82.96,88.227,1.837,36.643,5.382,0.688,Walking
15.318,112.921,1.49,36.606,9.787,2.502,Cycling
0.0,77.947,0.353,36.639,1.525,0.128,Desk Work
67.783,153.755,3.677,36.808,15.45,2.875,Gym
45.234,140.101,3.686,37.038,8.072,2.674,Gym
0.0,49.12,0.04,36.141,1.023,0.038,Sleeping
115.308,108.047,1.966,36.056,5.338,0.968,Walking
115.917,172.643,3.271,37.237,13.409,4.92,Gym
0.0,60.371,0.09,35.775,0.989,0.043,Sleeping
0.307,58.821,0.281,36.379,1.678,0.13,Desk Work
0.0,40.864,0.109,36.24,0.831,0.041,Sleeping
15.376,129.196,1.9,36.837,11.084,1.628,Cycling
13.409,132.204,1.918,36.56,9.742,1.651,Cycling
86.069,149.417,3.969,37.101,18.111,3.153,Gym
0.0,40.427,0.09,35.946,0.676,0.076,Sleeping
1.296,86.773,0.329,35.997,2.007,0.088,Desk Work
1.055,62.28,0.114,36.034,1.079,0.048,Sleeping
0.145,52.06,0.412,36.465,1.644,0.123,Desk Work
97.42,78.289,1.698,36.172,3.977,0.935,Walking
0.0,72.135,0.222,36.604,1.874,0.218,Desk Work
92.999,164.21,4.469,37.105,14.455,2.926,Gym
71.65,160.306,5.306,36.47,11.25,2.674,Gym
15.426,122.067,2.537,36.11,8.215,2.055,Cycling
80.501,163.013,5.159,37.153,22.162,3.105,Gym
191.155,191.677,3.607,36.086,12.487,2.861,Running
79.155,86.171,1.314,36.51,5.186,0.462,Walking
3.4,78.733,0.28,36.335,1.292,0.051,Desk Work
98.819,86.073,1.623,36.653,5.018,0.81,Walking
99.725,107.388,1.116,36.799,6.224,1.026,Walking
147.398,138.299,4.085,36.722,12.553,2.452,Running
86.98,92.63,1.837,36.268,6.544,1.116,Walking
78.587,98.132,1.184,36.166,5.252,0.629,Walking
3.232,70.535,0.435,35.857,1.497,0.094,Desk Work
28.187,127.415,2.484,36.448,5.493,1.445,Cycling
28.076,140.705,2.249,36.703,8.145,1.37,Cycling
169.759,162.868,4.576,36.53,11.741,2.464,Running
19.059,122.137,1.819,36.838,9.171,2.55,Cycling
0.317,63.411,0.101,35.499,0.68,0.067,Sleeping
159.389,180.227,4.28,37.039,12.939,1.906,Running
85.992,86.244,1.539,36.498,5.163,0.322,Walking
0.0,67.744,0.148,35.793,0.959,0.077,Sleeping
84.355,138.204,4.132,37.241,16.58,2.599,Gym
0.636,71.987,0.314,36.144,1.396,0.126,Desk Work
5.053,86.857,0.388,36.008,1.031,0.215,Desk Work
27.042,136.249,2.205,36.881,9.372,1.653,Cycling
89.698,98.047,1.749,36.35,3.668,0.762,Walking
118.337,88.31,1.275,36.631,6.086,0.408,Walking
1.15,51.966,0.135,36.525,0.915,0.047,Sleeping
165.452,161.262,4.531,36.774,16.599,1.831,Running
0.38,52.539,0.035,35.852,1.279,0.011,Sleeping
66.923,97.653,1.438,36.421,5.832,0.723,Walking
99.501,91.469,1.868,36.407,6.61,0.854,Walking
142.226,161.638,3.673,36.624,14.98,2.151,Running
171.257,174.117,4.01,36.709,12.562,3.483,Running
0.958,78.194,0.445,36.192,1.555,0.114,Desk Work
1.252,81.928,0.196,36.183,1.367,0.159,Desk Work
85.269,92.638,1.548,36.448,5.997,0.918,Walking
0.102,46.363,0.063,36.214,1.11,0.029,Sleeping
20.179,126.829,2.838,36.919,9.45,1.889,Cycling
24.944,127.836,1.741,37.135,8.264,2.478,Cycling
0.0,52.101,0.104,36.013,1.104,0.07,Sleeping
77.679,83.608,2.025,36.382,2.658,0.386,Walking
31.897,131.17,1.977,36.493,8.677,1.583,Cycling
68.932,124.819,5.279,36.992,15.774,4.013,Gym
155.205,138.444,3.951,37.002,10.345,2.462,Running
62.681,152.12,5.479,36.438,9.606,2.795,Gym
0.352,47.938,0.137,35.906,0.784,0.034,Sleeping
2.024,84.521,0.32,36.108,1.423,0.206,Desk Work
4.534,75.739,0.223,36.191,1.064,0.179,Desk Work
110.452,153.266,4.059,37.294,13.22,3.164,Gym
91.051,113.395,1.715,36.405,5.042,0.588,Walking
71.057,149.021,5.828,37.104,16.173,2.243,Gym
114.164,84.552,1.351,36.275,6.976,1.066,Walking
1.107,79.518,0.194,35.989,1.712,0.241,Desk Work
0.0,67.38,0.413,35.814,1.802,0.182,Desk Work
9.287,113.594,2.594,36.195,11.098,1.752,Cycling
18.868,123.411,2.037,36.833,7.986,1.584,Cycling
78.873,111.422,1.592,36.031,6.425,0.692,Walking
0.0,59.649,0.059,36.102,0.747,0.027,Sleeping
15.833,121.818,2.364,37.078,10.003,1.6,Cycling
94.763,91.512,0.98,36.288,5.544,0.787,Walking
4.465,65.547,0.334,36.193,1.425,0.183,Desk Work
89.69,109.817,1.213,35.937,6.49,0.909,Walking
17.983,111.376,2.896,36.922,9.698,2.451,Cycling
85.019,84.421,1.024,36.682,3.395,0.548,Walking
0.533,48.163,0.063,35.897,0.874,0.084,Sleeping
0.0,51.534,0.004,35.934,1.22,0.025,Sleeping
0.578,52.638,0.136,36.213,1.007,0.064,Sleeping
0.942,60.426,0.421,36.063,1.59,0.139,Desk Work
42.604,163.398,3.814,37.409,18.051,3.268,Gym
1.308,58.471,0.155,36.422,1.243,0.053,Sleeping
89.539,111.064,1.103,36.407,5.338,0.581,Walking
167.951,156.961,4.589,36.735,13.147,1.571,Running
108.698,153.773,5.742,36.815,12.17,3.042,Gym
101.268,87.99,1.954,36.461,4.164,0.818,Walking
167.12,158.042,3.385,36.477,13.961,3.202,Running
182.072,148.874,3.489,36.84,11.873,2.253,Running
71.081,136.379,4.884,37.156,15.995,1.962,Gym
153.77,168.963,4.955,36.259,11.026,2.686,Running
2.92,89.358,0.285,36.167,1.448,0.214,Desk Work
0.58,49.431,0.04,35.816,1.121,0.038,Sleeping
95.184,131.001,5.487,36.878,17.164,3.421,Gym
98.65,96.258,1.54,36.518,5.079,1.015,Walking
1.459,58.958,0.078,36.276,0.892,0.049,Sleeping
60.033,155.022,4.611,36.359,10.44,2.181,Gym
169.131,167.99,4.558,37.178,14.784,1.686,Running
0.244,60.317,0.109,36.047,1.27,0.05,Sleeping
175.191,167.465,3.82,36.748,12.238,2.698,Running
0.136,70.421,0.172,36.243,1.669,0.113,Desk Work
27.676,127.651,2.673,36.47,10.033,2.159,Cycling
164.747,139.882,4.363,36.378,14.872,2.337,Running
86.609,90.215,1.278,36.598,5.092,0.678,Walking
93.868,194.554,4.407,37.419,14.041,2.964,Gym
191.939,156.966,3.728,36.386,14.894,2.743,Running
80.897,151.755,4.251,37.162,11.605,2.777,Gym
175.958,174.785,4.294,36.417,9.356,1.431,Running
1.333,61.552,0.099,36.003,0.986,0.01,Sleeping
3.162,55.467,0.195,36.059,1.751,0.187,Desk Work
2.571,72.351,0.119,36.191,1.694,0.088,Desk Work
92.054,88.34,1.778,36.442,4.607,0.943,Walking
0.0,56.703,0.12,35.75,0.693,0.057,Sleeping
2.473,81.32,0.231,36.176,2.013,0.207,Desk Work
122.931,171.135,4.073,37.031,15.336,5.151,Gym
29.067,122.451,2.339,36.493,8.289,1.302,Cycling
1.007,66.857,0.339,35.933,1.257,0.1,Desk Work
154.476,149.573,3.637,37.03,9.885,3.075,Running
157.612,165.352,3.413,36.509,12.454,2.175,Running
86.924,83.934,1.594,36.373,4.807,0.795,Walking
177.661,143.724,3.834,36.917,11.899,2.247,Running
85.802,85.887,1.51,36.339,7.494,0.758,Walking
36.078,143.828,1.846,36.465,10.435,1.83,Cycling
81.075,170.297,4.471,35.811,15.194,2.549,Gym
147.111,135.76,3.111,36.661,14.714,2.217,Running
72.643,141.805,4.968,36.53,9.091,3.085,Gym
3.061,72.555,0.299,35.676,1.471,0.151,Desk Work
1.911,70.39,0.191,36.349,1.248,0.195,Desk Work
144.122,153.354,3.227,36.99,13.778,2.036,Running
153.836,181.963,3.641,36.809,11.826,2.144,Running
110.33,99.287,1.202,36.278,3.658,1.021,Walking
0.232,50.154,0.058,36.415,1.001,0.085,Sleeping
103.792,103.279,1.739,36.551,3.872,0.984,Walking
61.389,131.547,5.386,36.816,15.383,2.697,Gym
77.996,77.885,1.145,36.432,5.079,0.884,Walking
112.626,138.643,3.401,36.971,11.271,2.656,Gym
72.767,93.352,1.661,36.226,5.248,0.491,Walking
13.693,125.975,2.126,36.757,10.047,1.705,Cycling
162.952,144.061,4.366,36.747,13.94,2.912,Running
99.758,91.117,1.607,36.076,4.649,1.018,Walking
0.011,52.874,0.083,36.0,1.112,0.074,Sleeping
3.747,80.785,0.4,36.125,1.42,0.154,Desk Work
4.785,65.892,0.164,36.094,1.49,0.185,Desk Work
97.742,92.638,2.107,36.556,3.651,0.756,Walking
105.251,89.602,1.295,36.394,6.291,0.935,Walking
12.657,132.223,2.052,36.725,11.024,1.811,Cycling
164.703,166.667,4.034,36.79,10.269,3.133,Running
109.723,93.113,1.61,36.571,4.601,0.762,Walking
160.492,159.644,4.804,36.56,11.949,2.528,Running
125.348,168.058,3.107,37.018,14.959,1.963,Running
3.389,78.393,0.401,36.205,1.636,0.248,Desk Work
9.973,123.144,2.195,36.623,7.411,1.173,Cycling
56.398,136.288,5.328,36.875,10.989,2.534,Gym
100.645,92.376,1.205,36.345,5.63,0.687,Walking
92.915,99.036,1.675,36.684,4.71,1.128,Walking
0.611,85.432,0.47,36.258,1.876,0.185,Desk Work
100.979,175.844,4.007,37.777,12.513,2.956,Gym
28.828,145.331,2.127,36.36,10.514,1.775,Cycling
75.99,119.431,3.408,36.658,14.503,3.297,Gym
0.566,68.588,0.466,36.284,2.078,0.051,Desk Work
87.287,98.569,1.615,36.483,5.019,0.697,Walking
80.69,84.566,1.439,36.478,5.2,1.155,Walking
1.23,70.273,0.363,36.165,1.975,0.057,Desk Work
0.0,50.31,0.197,36.097,1.173,0.03,Sleeping
19.701,99.596,2.187,36.093,10.903,1.463,Cycling
5.409,144.638,2.096,36.383,8.493,1.645,Cycling
87.979,158.006,4.015,37.382,21.776,2.825,Gym
177.33,169.104,3.335,36.896,16.916,1.961,Running
175.041,159.672,3.374,36.848,10.642,2.733,Running
108.461,66.304,1.055,36.695,4.604,0.794,Walking
0.0,89.287,0.147,36.366,0.569,0.118,Desk Work
87.621,138.199,4.431,37.454,18.981,3.576,Gym
0.784,51.968,0.164,35.87,1.066,0.042,Sleeping
3.321,59.828,0.322,35.933,1.75,0.215,Desk Work
1.516,71.077,0.338,36.503,1.617,0.206,Desk Work
0.0,48.325,0.137,36.072,0.823,0.043,Sleeping
179.488,151.324,2.758,37.121,12.498,2.239,Running
6.334,77.454,0.188,36.108,1.204,0.192,Desk Work
166.691,175.388,4.215,36.708,13.28,2.844,Running
154.915,163.378,4.416,36.844,12.718,2.566,Running
1.128,67.57,0.051,36.338,1.323,0.15,Desk Work
70.714,100.849,5.169,36.854,18.401,3.497,Gym
