x_coord,y_coord,defect_density,particle_size_um,electrical_fail_rate,distance_from_center,true_pattern
0.22,-0.66,0.43489333075583647,0.8842766634460592,0.49646808946354337,0.696,Donut
-0.148,0.035,0.1688555781220273,0.41425589941631774,0.1262618539871844,0.152,Random
-0.2,0.593,0.4198906035170459,1.2155119399988281,0.25973150097875797,0.626,Donut
-0.181,-0.542,0.406760713602054,0.33284548706449757,0.44034795598622734,0.572,Donut
-0.783,-0.511,0.02187462168159929,0.6352363991193675,0.19613540049008882,0.935,Random
-0.123,-0.854,0.8431212929649845,0.37603749779793755,0.6609992878607747,0.862,Edge Ring
-0.747,-0.295,0.5975552990192184,2.9896436628201424,0.525276051263772,0.803,Scratch
0.146,-0.256,0.16471856141077193,0.6454158421457504,0.01067188086236113,0.295,Random
-0.167,0.092,0.029936918614047833,0.5613371552306149,0.05180318592000023,0.191,Random
0.456,-0.254,0.0013613151646428934,0.5917680512358651,0.016324034406389437,0.522,Random
0.039,-0.201,0.8108415859016694,1.0919703364502147,0.5559622217396808,0.205,Center Spot
0.785,0.572,0.5895472985203263,1.0761753567649666,0.5339301910068427,0.971,Local Cluster
0.018,0.164,0.8397940738960735,1.575268783722418,0.7322413800931913,0.165,Center Spot
0.029,0.514,0.3788951669612124,0.7568158697323932,0.4544737958756919,0.514,Donut
0.11,0.597,0.3564885265836409,0.5639705617703624,0.426432325115598,0.607,Donut
-0.332,0.908,0.9033120283323961,0.5199755881239767,0.7810334852718684,0.967,Edge Ring
0.551,0.061,0.5658787219532472,0.7637840808454608,0.6072508132928041,0.555,Donut
0.712,0.33,0.6999757783760225,1.2270903252283945,0.5454170913127478,0.784,Local Cluster
0.461,0.854,0.7901642070890843,0.6047866974293578,0.6113827755166878,0.97,Edge Ring
-0.119,-0.109,0.6459022353084998,1.3854007438602869,0.7137576347113609,0.161,Center Spot
-0.05,0.145,0.0932892332104162,0.5465799015837556,0.006935029065614023,0.154,Random
0.788,0.61,0.9198948090498504,1.1634790436413467,0.6485108800818685,0.996,Edge Ring
0.546,0.812,0.7025014645499353,1.0207564189655989,0.6813298022159968,0.979,Local Cluster
0.59,0.5,0.6055799542788706,1.1259654837858388,0.6935538666775646,0.773,Local Cluster
0.004,-0.044,0.0064734600856870194,0.6151039564754636,0.06139610082110223,0.044,Random
0.376,0.099,0.03344841845014745,0.5363868565219004,0.016130169568843982,0.389,Random
0.269,0.765,0.1767739387225309,0.5330812743755214,0.07049313065711925,0.811,Random
0.441,0.364,0.7416738080088295,0.6433795204541903,0.2972571263329876,0.572,Donut
0.531,0.294,0.5440548156986573,1.040221671230067,0.6557907570665654,0.607,Local Cluster
0.099,0.018,0.7176428674946614,1.4716531654490237,0.7206739641260969,0.1,Center Spot
0.675,0.669,0.8854394635709213,1.392322076486676,0.8522800192934983,0.951,Local Cluster
-0.512,-0.354,0.04372817290251931,0.31811815308371993,0.016437824962266753,0.622,Random
0.58,0.658,0.7057786906384125,1.1717000074580526,0.5740924862353789,0.877,Local Cluster
0.496,0.528,0.9101757583028909,1.4763451970629626,0.4484114118917737,0.724,Local Cluster
0.672,-0.602,0.7113833575185897,0.5361330242439024,0.8823718483858759,0.902,Edge Ring
0.069,-0.134,0.02955011806359122,0.5537538702812345,0.020457445544662348,0.15,Random
0.541,0.656,0.6310887812754644,0.7043435682458048,0.7019898331741421,0.85,Local Cluster
0.532,0.628,0.7391458519889171,1.1519480065393197,0.508671364873229,0.823,Local Cluster
0.362,0.698,0.7027364013158224,1.17391794118178,0.6423610478593351,0.787,Local Cluster
0.857,0.501,0.7683521749461022,0.6626757175891113,0.6112627283047932,0.992,Local Cluster
0.524,0.436,0.5490266397737091,1.062662716396702,0.6011279680712986,0.682,Local Cluster
0.185,0.056,0.522893028272488,2.5908864784942356,0.6243355104954673,0.194,Scratch
-0.332,-0.072,0.014282488851392508,0.574658700904159,0.0361251790999426,0.34,Random
0.594,0.105,0.5399050535303027,1.663286791021028,0.45995777933268917,0.604,Scratch
0.795,0.566,0.6933773420378725,0.5257947898125499,0.7757228420739339,0.976,Edge Ring
0.59,0.447,0.5446973612396893,0.8302432709662164,0.7541108972391398,0.74,Local Cluster
-0.37,-0.458,0.5596366505176754,1.1030606925356912,0.40845974781313116,0.589,Donut
-0.39,-0.812,0.6732470547255733,0.7773911083671309,0.5858783109648094,0.901,Edge Ring
-0.112,0.023,0.5248252899701912,2.0247875076031248,0.5054930495110179,0.115,Scratch
0.719,-0.285,0.2079895457223766,0.460841230545072,0.05430520778209361,0.773,Random
0.481,0.594,0.5209804078467267,1.2916601351073633,0.5818184708533489,0.764,Local Cluster
0.1,0.29,0.03660417006780219,0.7474097201918982,0.027400278026344843,0.306,Random
-0.852,0.466,0.01652771919539761,0.4870039152041374,0.07630514305391133,0.971,Random
0.116,-0.875,0.8223831891767165,0.7409958678937151,0.8411497348201302,0.883,Edge Ring
0.122,-0.019,0.10718052501097,0.3977150709969841,0.0023687052566933493,0.124,Random
-0.181,-0.137,0.6410771083473326,2.010779913418051,0.8256993640582049,0.227,Center Spot
-0.794,0.314,0.8980159716485551,0.6697526056796241,0.665316650007936,0.854,Edge Ring
0.575,0.54,0.9303933893822743,1.2045593324960853,0.717394610318344,0.788,Local Cluster
0.692,-0.601,0.03016792736784795,0.5071234658063921,0.02563744549307368,0.917,Random
0.776,0.245,0.5965999048177835,3.0798375242246747,0.4886688780944771,0.814,Scratch
0.557,0.131,0.5675923286440695,2.0008274481681987,0.49017600667136885,0.572,Scratch
0.535,0.599,0.8209167308262407,1.0357903169342166,0.5524211097629158,0.803,Local Cluster
0.689,0.669,0.975165915554427,0.8458811715205072,0.5977019826033461,0.96,Edge Ring
0.558,0.332,0.8079319977994663,1.1149687597821714,0.3988669879852018,0.649,Local Cluster
0.014,0.957,0.7255690636549964,0.6654354265521594,0.6773279985044202,0.957,Edge Ring
-0.049,-0.347,0.004607356266608091,0.5263343247458953,0.04401689390738719,0.35,Random
-0.198,0.172,0.13222489085814906,0.7287916742050173,0.04394952970847149,0.263,Random
-0.04,0.132,0.7578864586133106,1.5409341612356777,0.7927036766216673,0.138,Center Spot
-0.153,-0.049,0.7757989092705404,1.7063426801024626,0.6890533163782175,0.16,Center Spot
0.107,-0.135,0.8179369397101163,1.2296495802695073,0.6294466887919233,0.172,Center Spot
-0.967,-0.241,0.022500277683350955,0.5831395632038477,0.008047564814516258,0.996,Random
-0.245,-0.036,0.6757401045665979,2.8065403775923885,0.7342474887218691,0.247,Scratch
-0.323,0.349,0.7154493462310498,0.8136135284170796,0.5971185873277198,0.475,Donut
-0.856,0.046,0.04527527936720511,0.33067501173721336,0.022764236141302626,0.857,Random
0.136,-0.197,0.8255178361692039,1.6799154010021096,0.8213801692610395,0.24,Center Spot
-0.974,-0.087,0.9130851536013405,0.6384907678640204,0.517936213045111,0.978,Edge Ring
-0.879,0.389,0.6535131562358613,1.147856694647781,0.6402063671568895,0.961,Edge Ring
0.088,0.624,0.5494547708855676,1.2969814830272057,0.47312892265615997,0.631,Donut
0.63,0.584,0.7375856606981444,1.4466400196155333,0.5045708858557343,0.858,Local Cluster
0.476,-0.079,0.6815883408746168,1.4121443886017622,0.4901186191059871,0.482,Donut
0.439,0.555,0.5136531549721186,1.1267867748724374,0.5387730552832282,0.708,Local Cluster
0.458,0.634,0.7166368270982081,1.6148254659124648,0.6218485169534395,0.782,Local Cluster
0.595,0.624,0.6319916853923135,0.9499610312303883,0.6150310199993344,0.862,Local Cluster
-0.107,0.437,0.5684343525673571,1.1224240803852905,0.4144634432903197,0.45,Donut
0.667,-0.709,0.04889217705384441,0.8337011571353798,0.10372093645052101,0.973,Random
-0.218,0.409,0.03982165581881409,0.1,0.13448921551605317,0.463,Random
-0.264,-0.548,0.028713424199376916,0.420271994045712,0.045736431321453636,0.608,Random
-0.521,-0.115,0.17119685822622455,0.5905613007789696,0.03973691020028379,0.534,Random
-0.11,0.207,0.9400173840920614,1.7536901104623965,0.5226205792819276,0.234,Center Spot
0.546,0.672,0.7089868614270786,1.5471480960772646,0.49674453721031975,0.865,Local Cluster
0.119,0.209,0.8191688785318505,1.3978922212093632,0.8540596363851878,0.24,Center Spot
0.416,0.687,0.728304037481269,1.4534794137309994,0.6453764588570329,0.803,Local Cluster
-0.824,-0.35,0.6789562835159944,0.7050348605932923,0.6494794689927027,0.895,Edge Ring
0.612,0.54,0.48130451433314536,1.240270773313343,0.5910548160623522,0.816,Local Cluster
0.178,-0.269,0.0009149430036065101,0.4388421022296299,0.021187454736322758,0.323,Random
-0.019,0.035,0.8954709535092343,1.438893199761329,0.8747625814640172,0.04,Center Spot
0.116,-0.025,0.0070188258011977395,0.38819677303930866,0.02580994865505239,0.118,Random
-0.263,0.332,0.5177440317879529,0.6346516543064976,0.3862857158896096,0.424,Donut
0.598,0.698,0.7441035063321726,1.45800634477357,0.7553507777411086,0.919,Local Cluster
-0.517,-0.439,0.6505907065267633,0.5337830338309446,0.3954832922536693,0.678,Donut
0.472,0.562,0.3,1.3415681711955014,0.5947875479260829,0.734,Local Cluster
-0.242,0.334,0.18748805113336897,0.6126786341090528,0.017843841913222778,0.412,Random
0.595,-0.306,0.20901378752548147,0.31818402877890073,0.03199024807792592,0.669,Random
-0.173,0.14,0.769236771716193,0.5,0.7477129596705651,0.222,Center Spot
0.052,0.707,0.003768261563165798,0.6400240564333812,0.0038646975726942274,0.709,Random
0.425,-0.027,0.06018996433826408,0.7372718769956359,0.05160222225120142,0.426,Random
-0.498,0.086,0.4209976342539296,1.2425002447832554,0.5072166435391403,0.505,Donut
0.163,-0.081,0.6840894871951644,1.022077443623398,0.6376377303226021,0.182,Center Spot
0.199,-0.05,0.7493745413105894,1.1862153261651516,0.7203772510850976,0.205,Center Spot
-0.693,-0.169,0.7792759289058546,2.0908096038666715,0.6042237070453763,0.713,Scratch
0.178,0.585,0.6420049602561321,0.9406653855634458,0.6391870839231129,0.612,Donut
-0.834,-0.324,0.7399975273764272,0.93666547295213,0.5220882611387002,0.895,Edge Ring
-0.001,-0.002,0.07557114798274293,0.38951352960685026,0.006332340573933723,0.002,Random
0.54,0.811,0.7385582728100061,0.8900797652981817,0.641777530553196,0.974,Local Cluster
-0.043,0.004,0.11401105483601541,0.3928474542829068,0.020366177839612195,0.043,Random
-0.66,-0.206,0.6179549774229007,2.5834957044842066,0.573099165604408,0.691,Scratch
0.335,-0.815,0.7916517189638073,0.6993733955642341,0.6361465804366714,0.881,Edge Ring
-0.494,0.795,0.679853668931771,0.7549862858705111,0.6193121826109252,0.936,Edge Ring
0.54,0.764,0.7525172966117718,1.352928825959713,0.48212853371180986,0.935,Local Cluster
-0.072,-0.295,0.12604246457563856,0.284465912653994,0.07366322791517262,0.303,Random
0.07,-0.93,0.11538907604720977,0.40074283111052217,0.04906921046290709,0.933,Random
0.592,-0.257,0.497087993009018,1.142825871961867,0.6009597697453584,0.646,Donut
0.603,0.613,0.3,1.2451681442640925,0.6395139634115828,0.86,Local Cluster
-0.955,-0.026,0.1645254465254941,0.20419037015722097,0.05580815493325099,0.955,Random
0.55,0.451,0.49879343216272465,1.0956603681886083,0.6176421112156563,0.711,Local Cluster
0.586,0.424,0.550402535857511,0.9802813729516737,0.5403314289315575,0.723,Local Cluster
-0.603,-0.73,0.6175230466958449,0.9132459199352789,0.6069900075051384,0.947,Edge Ring
-0.611,0.673,0.012806252637503096,0.47977589807403026,0.018095540017665827,0.909,Random
0.43,0.169,0.13202205726900343,0.3331039508791197,0.0491526636531937,0.462,Random
0.74,0.319,0.7013110388275542,1.0814785310376358,0.5603535411704392,0.806,Local Cluster
0.491,0.131,0.5547189279029267,0.9493735868281292,0.6391632448497955,0.508,Donut
0.49,0.449,0.712108155472357,1.222480634777574,0.43456228644226264,0.665,Local Cluster
0.61,0.514,0.5792912597916197,0.9604375490525727,0.6146568983664196,0.798,Local Cluster
-0.882,0.336,0.7184541054564803,1.1666427742778958,0.6281335385422147,0.944,Edge Ring
-0.056,0.019,0.6148949410699334,3.4620712912187326,0.6582972056485736,0.06,Scratch
-0.723,0.313,0.1797820490887329,0.5313565349651671,0.11577321311133654,0.788,Random
-0.533,0.112,0.3,0.8180147236926395,0.6872344150231824,0.544,Donut
0.653,0.639,0.5453149836745648,1.0931913733972447,0.4890172556077448,0.913,Local Cluster
0.3,0.102,0.47367593655411266,1.9898693939907142,0.5967517524843824,0.317,Scratch
0.302,0.572,0.1010320715447285,0.5329651343909357,0.05397032394509976,0.646,Random
-0.592,-0.168,0.4987594582089503,1.7469514001496689,0.5621745022503929,0.615,Scratch
0.284,-0.914,0.7632598374828956,0.8989874921862171,0.643130152144193,0.957,Edge Ring
0.0,-0.695,0.08752876952902951,0.2065858389992034,0.01200359311851003,0.695,Random
-0.867,0.297,0.6235320052286331,1.0699435399101742,0.6706046326458369,0.917,Edge Ring
0.404,-0.849,0.2017696495745944,0.784873423676828,0.02130238612656918,0.94,Random
-0.367,-0.287,0.11575126805115041,0.4692092792734579,0.0507887187749638,0.466,Random
0.52,0.444,0.7379095540071415,0.9288592435538594,0.7916707833356045,0.683,Local Cluster
0.442,0.588,0.5743810703893055,1.1394418113106395,0.7602494811291085,0.736,Local Cluster
0.687,0.475,0.5692177121922266,1.2179829241186044,0.6582492212374742,0.835,Local Cluster
0.532,0.739,0.6411094757156156,1.1153562836481918,0.44135045030697484,0.91,Local Cluster
0.651,0.643,0.5969629984934983,0.876139803956198,0.624843318403074,0.915,Local Cluster
0.817,0.499,0.9175410423748553,0.8789351574808244,0.6656112816188726,0.958,Edge Ring
-0.597,0.703,0.7608631663019816,0.5356218179800436,0.8063873026512586,0.923,Edge Ring
-0.007,-0.023,0.07089995549217509,0.30181999162266426,0.051071974449977076,0.024,Random
0.094,0.078,0.7602908911969942,1.356620807684747,0.55330488227118,0.122,Center Spot
0.222,0.186,0.017680214213906073,0.1,0.0076214262890034485,0.29,Random
0.572,-0.242,0.0014862731480894892,0.4933387827756454,0.19168469190892234,0.621,Random
-0.819,0.533,0.17675022271504176,0.637957011432824,0.009692407428073431,0.977,Random
-0.601,-0.23,0.01235902006215341,0.5706645003344551,0.04039575686150118,0.643,Random
0.589,0.334,0.7917869402365774,1.1221274542754998,0.6066701458327329,0.677,Local Cluster
0.012,-0.21,0.008906525676174896,0.4387099675391439,0.0013671098551180354,0.211,Random
0.446,0.812,0.7735220893631279,1.6902064408629114,0.4684714165587842,0.927,Local Cluster
0.415,0.586,0.6636667887614459,1.8490713995592554,0.5021774237150682,0.718,Local Cluster
0.439,0.66,0.6754448481919855,1.0161943295955,0.42611530852782764,0.793,Local Cluster
0.388,-0.321,0.4440616786045768,0.8454032288225952,0.3730198889950149,0.504,Donut
-0.621,0.304,0.5969029911495288,0.49822712815949055,0.5377098331410114,0.692,Donut
0.14,0.171,0.001381459239446393,0.5387666821051892,0.2,0.221,Random
0.663,-0.536,0.923371478183056,0.9145585557693497,0.6382274502087779,0.853,Edge Ring
0.355,-0.519,0.6873907347528618,0.749909494162014,0.4010967262865236,0.629,Donut
0.033,-0.0,0.8538752271626296,1.264738951287003,0.48669474266058677,0.033,Center Spot
0.925,0.373,0.6802574742426538,0.5827009354120536,0.5131608172858108,0.997,Edge Ring
0.725,0.681,0.9257362134166277,0.8151459668976718,0.5624575540406623,0.995,Edge Ring
-0.17,-0.219,0.11523732815141344,0.4418754457449272,0.03788840968711071,0.277,Random
0.512,-0.091,0.5832838740108021,1.0369875750561732,0.4874434402170848,0.52,Donut
0.096,0.015,0.9111398222938478,1.5190387295761183,0.5365750745517395,0.097,Center Spot
0.395,0.582,0.73310732462799,0.8702751336966785,0.6691756714314836,0.704,Local Cluster
-0.835,-0.034,0.1748576330298264,0.489970482420044,0.02734161462787208,0.836,Random
-0.5,-0.317,0.003095717975861698,0.36132303089887885,0.004026264202235102,0.592,Random
-0.266,-0.343,0.5016650602444722,1.1960024040862876,0.4912155461545283,0.434,Donut
0.594,0.63,0.38016445324438836,1.4841322704599937,0.5529454012235396,0.866,Local Cluster
-0.745,-0.509,0.7282568942341118,1.0462780441571338,0.5674157662800705,0.902,Edge Ring
0.517,0.515,0.4527022205946588,1.2224052837079598,0.5497596726499996,0.729,Local Cluster
-0.022,-0.645,0.018478642371494367,0.2741284510218974,0.017638230363908908,0.646,Random
-0.57,-0.742,0.8537173311704497,1.0113615990564537,0.5937081651229722,0.935,Edge Ring
-0.028,0.833,0.07711699891808173,0.4674267291367752,0.007035749942148773,0.833,Random
0.78,0.574,0.680027825562719,1.2327675285040616,0.5491209620106922,0.968,Local Cluster
0.794,0.349,0.1245145881286999,0.4503482778010411,0.019911175706731427,0.868,Random
0.026,0.295,0.147110021469702,0.5913326518256292,0.07947353611689628,0.296,Random
0.536,0.276,0.6278886316672644,1.2314654949096981,0.4548814707106441,0.603,Local Cluster
0.452,-0.326,0.05331990515725491,0.5814112805388776,0.17614321714668027,0.558,Random
0.737,0.013,0.14213739706365855,0.3114691628307421,0.027976794009528357,0.737,Random
-0.163,-0.046,0.3,0.4357941340139485,0.048363084396574385,0.17,Random
-0.013,0.033,0.8077959807163149,2.006279858092007,0.7409101155636673,0.036,Center Spot
-0.377,-0.519,0.4933179240248925,1.0686538599811963,0.361322963397378,0.641,Donut
-0.137,0.468,0.15356749188299854,0.5311981733404532,0.011896773619702585,0.487,Random
0.793,-0.37,0.78020010729855,0.5287536079564781,0.5839035188220971,0.875,Edge Ring
-0.494,-0.121,0.7238579521537338,2.418444606189367,0.43733211910178615,0.508,Scratch
0.058,0.086,0.009920936301574921,0.5544545422312679,0.015656762048851147,0.103,Random
-0.488,0.714,0.5929204590129367,0.8450517588987273,0.5955393150387839,0.865,Edge Ring
0.075,0.233,0.941137313962219,1.314755796943581,0.5868958506749617,0.245,Center Spot
-0.413,0.81,0.6826123627273629,0.9152915217390094,0.6013884313700901,0.91,Edge Ring
0.268,0.426,0.5295034834468902,0.7399428172701961,0.4440422166660604,0.503,Local Cluster
-0.909,-0.054,0.7315330796183023,0.7391790733354644,0.6647232663453496,0.91,Edge Ring
0.853,0.248,0.6693653937862023,0.8390094765601976,0.6864882420812053,0.888,Edge Ring
0.204,-0.35,0.4432931770000167,0.3,0.3638003397650651,0.405,Donut
-0.046,0.053,0.3,0.6456769007503748,0.046315065743302034,0.07,Random
0.531,0.477,0.3624943698991923,1.3766609176661488,0.5492301340065764,0.714,Local Cluster
-0.162,-0.657,0.051924212031157206,0.7388743312358417,0.0018209689350758532,0.676,Random
-0.994,0.099,0.8189277492092466,1.3398283879128363,0.5522999587708717,0.999,Edge Ring
-0.42,-0.076,0.4937935241872208,1.1452818168591086,0.3443572357859418,0.427,Donut
-0.741,0.527,0.8102885006067572,1.1467698544505103,0.556308497044955,0.909,Edge Ring
-0.381,0.442,0.5432823655672011,1.158880094606309,0.44440278112347825,0.584,Donut
0.414,0.229,0.03868102395365657,0.22703843517053973,0.020956951175827715,0.474,Random
-0.195,-0.037,0.021262175376163026,0.39398785634021133,0.11849725351288859,0.199,Random
-0.134,-0.07,0.812613771706671,1.446197035455846,0.5495143183176685,0.151,Center Spot
-0.569,-0.167,0.40765010677989455,2.423035040381518,0.5086774793220428,0.593,Scratch
0.544,0.364,0.6152834910265866,1.7320342636391812,0.5039251404146021,0.654,Local Cluster
0.034,0.412,0.47981211452504846,0.45027607989715024,0.6098658577671918,0.413,Donut
0.488,0.678,0.5717061845369338,0.6660561038612716,0.4521422602233075,0.836,Local Cluster
-0.026,-0.921,0.5647100501292961,0.7624283418080825,0.6698164393511435,0.922,Edge Ring
-0.769,-0.232,0.23461586109898652,0.6018862521039857,0.06873218680941554,0.803,Random
0.532,0.653,0.43960670565156645,1.7165424740212247,0.5590245472873445,0.842,Local Cluster
-0.444,0.072,0.08812680566854202,0.5731313893635281,0.1478157961436177,0.45,Random
0.026,0.203,0.7531297405965343,1.4639500103178575,0.911063479271195,0.204,Center Spot
-0.311,0.571,0.5822551150102423,0.5921652864747838,0.3540138971016367,0.65,Donut
-0.116,-0.069,0.8877444183184224,1.6383714798204494,0.6768393721862581,0.135,Center Spot
0.88,0.318,0.7431572817324047,0.6617660431231811,0.8246524508847941,0.935,Edge Ring
0.004,0.034,0.6753803112043815,1.4600412672685366,0.616552206261,0.034,Center Spot
-0.138,0.438,0.7339004142833446,0.606058327290611,0.6360841234382126,0.459,Donut
0.603,0.509,0.6168154481326358,1.2316378101991936,0.38562576754580136,0.789,Local Cluster
-0.922,-0.296,0.7996906672555602,0.8200951508940101,0.7127221709725647,0.968,Edge Ring
0.219,0.097,0.5990052526374965,2.262515178367594,0.45216836015039596,0.24,Scratch
0.638,-0.128,0.5188391812687377,1.63355266931226,0.4753248310566929,0.651,Donut
0.661,0.241,0.6988595189631658,2.5612266551865037,0.4235125891478716,0.703,Scratch
-0.083,-0.291,0.0453204366544718,0.3025133837053601,0.17805277848296003,0.302,Random
-0.047,0.17,0.7252709989859454,2.235465736933529,0.6594758605518037,0.176,Center Spot
-0.533,-0.117,0.6801283367241573,2.4391719911083958,0.7934101215514949,0.546,Scratch
0.491,0.711,0.6679875396838719,0.870056726386661,0.49618788150564386,0.864,Local Cluster
0.632,0.668,0.35035338291159873,1.493834272123591,0.5441296018192178,0.92,Local Cluster
0.668,0.478,0.7614440756931597,1.2488542541810235,0.6270239221635541,0.821,Local Cluster
0.102,-0.001,0.6689687350559752,1.6270222238092165,0.6790000991025967,0.102,Center Spot
0.338,0.752,0.013939945880679863,0.3017254747649224,0.06209201015491096,0.825,Random
-0.796,-0.216,0.5482326952235052,2.304340042173209,0.5767216050199,0.825,Scratch
0.25,0.726,0.7478132231763036,1.3168746293735953,0.5457484880854011,0.767,Local Cluster
0.109,0.812,0.09378667777807484,0.24211190447635894,0.2,0.82,Random
-0.069,0.107,0.9041376207195566,1.4711571442487255,0.7766706750924447,0.128,Center Spot
0.092,-0.009,0.2975657458236741,0.4299102422032909,0.016298890738860917,0.093,Random
0.782,-0.436,0.06631747088623739,0.6017412134509496,0.08252225199675145,0.895,Random
-0.168,-0.92,0.024614071783104312,0.44696752515435184,0.006031772343167749,0.935,Random
0.224,-0.108,0.03266296889047614,0.4966370963190323,0.028088969624597934,0.248,Random
-0.817,-0.262,0.77604467220679,0.8719663843715928,0.5974586866376611,0.858,Edge Ring
0.682,0.467,0.05952837324918622,0.45943073451187694,0.006921180391151739,0.827,Random
-0.215,-0.372,0.07039833461157886,0.5532468996658616,0.2,0.43,Random
0.727,0.672,0.8448449241367425,0.8102806346895902,0.6604498318544412,0.99,Edge Ring
0.558,0.368,0.43482146013504863,1.1427368479402609,0.5350474771894453,0.669,Local Cluster
0.471,0.518,0.032520929133055924,0.6546359919450294,0.007644680529825764,0.7,Random
0.517,0.689,0.5190276387506612,1.3640741310901252,0.5809080859833912,0.862,Local Cluster
-0.229,-0.692,0.07674461274444547,0.4554863321289662,0.026213929921792903,0.729,Random
0.589,0.424,0.6974172390723267,1.7146645815522379,0.41537487126092154,0.725,Local Cluster
-0.86,-0.408,0.7110209584473457,0.6232684182903746,0.6263630875642127,0.952,Edge Ring
0.047,0.17,0.7491268279322801,1.7728075136623171,0.7386553910890996,0.177,Center Spot
0.191,0.076,0.122967107412407,0.28060782448866217,0.2,0.205,Random
-0.1,-0.082,0.09783825338096615,0.5826526591734884,0.022893156679480994,0.129,Random
-0.071,-0.017,0.10120875084844042,0.2787173493514258,0.040030998105914456,0.073,Random
0.071,0.094,0.08014674677473979,0.6065121426607316,0.03179014554449682,0.118,Random
0.561,0.17,0.561983117250893,2.256962771618068,0.6261474711554063,0.586,Scratch
-0.311,0.807,0.9512823935311605,0.6695760653796514,0.7042013052136387,0.864,Edge Ring
-0.186,-0.101,0.030641012299910463,0.5354606281525771,0.022750644555782223,0.212,Random
0.485,-0.106,0.5030102740950113,1.0653415259403383,0.5023758642937959,0.497,Donut
-0.544,-0.098,0.6572040959589602,2.1044917789762208,0.4552556589846254,0.553,Scratch
0.022,0.218,0.01434069240851512,0.6721193746083455,0.0476372916741868,0.22,Random
0.462,0.498,0.48409905358622607,1.2430371577511312,0.7390758766492204,0.679,Local Cluster
0.225,0.007,0.23255012379698375,0.558376763703753,0.03660478016843337,0.225,Random
0.031,0.0,0.6307158584890202,1.2320325541277375,0.8463924907823888,0.031,Center Spot
0.353,0.484,0.5687310683966236,1.8149102185623738,0.8033010875924976,0.599,Local Cluster
0.431,0.52,0.6944151272935187,1.238260687982005,0.49801917776525806,0.675,Local Cluster
-0.048,-0.92,0.6615688147053091,0.787808721994466,0.47843795649273346,0.921,Edge Ring
0.007,-0.089,0.7426251611532346,1.8592037431464858,0.6288921214462512,0.089,Center Spot
0.69,0.629,0.7379838654008705,0.699798240938597,0.6513793665986108,0.933,Edge Ring
-0.792,-0.217,0.02095261706056823,0.5093556918591327,0.060774947607208335,0.822,Random
0.6,0.655,0.7947923926033879,0.628754484544761,0.822581554568897,0.888,Edge Ring
-0.928,-0.02,0.8560393890257404,0.8288375748832395,0.5501354516510173,0.928,Edge Ring
-0.454,-0.392,0.06291710969014268,0.6452544923631772,0.02548154236062214,0.6,Random
-0.154,-0.01,0.850658259528059,1.4201401468923076,0.7679337244838322,0.155,Center Spot
0.718,-0.503,0.6495360325878305,0.906010824560265,0.4283556055499685,0.877,Edge Ring
-0.221,0.095,0.05168928740109168,0.7423367392649243,0.011221697427728189,0.24,Random
0.531,-0.785,0.7423496261541725,0.6279748945061946,0.645568100734814,0.948,Edge Ring
-0.691,-0.256,0.05298691833485844,0.6430473282207436,0.009952230333479315,0.737,Random
0.76,-0.19,0.05152463517168556,0.4066793429041144,0.0899023602190245,0.783,Random
0.517,-0.204,0.15386258145548876,0.436596515001983,0.004778743560571765,0.556,Random
0.171,-0.025,0.43779524754800414,2.1514888325609824,0.39077735120687684,0.173,Scratch
0.306,-0.54,0.7493984794683383,1.1887985548506887,0.46758650981536637,0.62,Donut
0.45,0.353,0.45749476181539306,1.43270762822412,0.5541763847183803,0.572,Local Cluster
-0.145,-0.26,0.049857158704414574,0.4637222100058707,0.07021059477267383,0.298,Random
-0.958,-0.08,0.7333050479968773,0.5566936324533818,0.6569218101574459,0.962,Edge Ring
0.086,0.024,0.2052231493497608,0.7086492420522911,0.02173176490683117,0.089,Random
-0.423,-0.078,0.0931671953280674,0.5583958368884023,0.010526870108159324,0.43,Random
0.315,0.424,0.6656510989257515,1.2999786256730057,0.4760743845959472,0.528,Donut
0.607,0.698,0.6224471765563346,0.8353901252818343,0.6606874810207656,0.925,Edge Ring
0.296,0.542,0.7546541588350013,1.4348447214293754,0.297759395095637,0.618,Donut
-0.725,0.396,0.25001169849393384,0.2636228771188178,0.026162166148106725,0.826,Random
0.015,0.033,0.023453895125516377,0.6110218116056646,0.016001962978558,0.037,Random
-0.292,0.375,0.04370155313563814,0.5107971678535824,0.13002735167905877,0.475,Random
-0.002,0.003,0.05412549412325428,0.48634274668417976,0.009831960080679748,0.004,Random
-0.495,0.785,0.8243719662697004,0.5950056776843702,0.7142141442475535,0.928,Edge Ring
0.856,0.241,0.6328584763311574,0.9455327880887798,0.8283117324010715,0.889,Edge Ring
0.874,-0.219,0.6891097310973829,0.7041909104356079,0.6417050157492039,0.901,Edge Ring
-0.003,0.46,0.05311778136935442,0.5309298926575187,0.020502637053065178,0.46,Random
-0.03,0.053,0.05216799874861474,0.34926658319089804,0.002142777684985325,0.061,Random
0.013,0.686,0.0344829609247424,0.9246086095523349,0.056365248881569824,0.687,Random
0.595,0.186,0.6065426647662929,2.142597586610596,0.6884631081287864,0.623,Scratch
-0.588,-0.776,0.5234974627502023,0.870085925640622,0.6803996759672059,0.973,Edge Ring
0.12,-0.289,0.08611984106141246,0.4096938415916199,0.008694552635138145,0.312,Random
0.053,-0.46,0.5262310277916824,1.229670044013159,0.5703499372263438,0.463,Donut
